fips,County Population,Total Elderly Count,Elderly per Capita,Maskless per Capita,ICU Beds,Rate of Change,Density per square mile
20053,6102,1299,0.212881022615536,0.174,0,10.87,9.1
20055,36467,4141,0.113554720706392,0.166,8,27.55,28.2
20057,33619,3809,0.113299027335733,0.143,10,15.74,30.8
20059,25544,4346,0.170137801440651,0.063,5,20.71,45.5
20061,31670,2858,0.090243132301863,0.05,6,24.74,89.3
20063,2636,639,0.242412746585736,0.24,0,1.0,2.5
20065,2482,695,0.280016116035455,0.218,0,1.32,2.9
20067,7150,1042,0.145734265734266,0.14,0,4.71,13.6
20069,5988,929,0.155143620574482,0.158,0,2.42,6.9
20071,1232,243,0.19724025974026,0.135,0,0.16,1.6
20073,5982,1517,0.253594115680374,0.034,0,7.26,5.9
20075,2539,368,0.144938952343442,0.131,0,0.87,2.7
20077,5436,1277,0.234915378955114,0.079,0,3.45,7.5
20079,34429,6822,0.198146911034302,0.075,6,25.19,64.3
20081,3968,620,0.15625,0.153,0,3.13,7.4
20083,1794,438,0.244147157190635,0.126,0,0.68,2.2
20085,13171,2557,0.194138637916635,0.01,0,10.35,20.5
20087,19043,3594,0.188730767211049,0.026,0,13.9,35.9
20089,2879,871,0.302535602639806,0.171,0,2.68,3.4
20091,602401,90543,0.150303535352697,0.029,110,369.19,1149.6
20093,3838,632,0.164669098488796,0.155,0,3.94,4.6
20095,7152,1542,0.215604026845638,0.081,0,5.45,9.1
20097,2475,562,0.227070707070707,0.062,0,1.94,3.5
20099,19618,3825,0.194974003466204,0.168,5,33.77,33.5
20101,1535,361,0.235179153094463,0.197,0,1.13,2.4
20103,81758,12296,0.150395068372514,0.087,10,39.58,164.7
20105,2962,753,0.2542201215395,0.171,0,3.68,4.5
20107,9703,2237,0.230547253426775,0.14,0,6.77,16.3
20109,2794,591,0.211524695776664,0.206,0,1.13,2.6
20111,33195,5190,0.15634884771803,0.113,6,22.87,39.8
20113,28542,5764,0.20194800644664,0.12,7,29.06,32.5
20115,11884,2832,0.238303601480983,0.101,0,7.23,13.4
20117,9707,2148,0.221283609766148,0.048,0,6.06,11.2
20119,4033,788,0.195388048599058,0.164,0,2.58,4.7
20121,34237,5841,0.170604901130356,0.071,0,24.03,57.0
20123,5979,1444,0.241511958521492,0.173,4,5.58,9.1
20125,31829,6463,0.20305381884445,0.164,7,35.03,55.1
20127,5620,1373,0.244306049822064,0.11,0,6.42,8.5
20129,2587,566,0.218786238886741,0.12,0,1.19,4.4
20131,10231,2047,0.200078193724954,0.035,0,8.39,14.2
20133,16007,3235,0.202099081651777,0.133,5,15.29,28.9
20135,2750,739,0.268727272727273,0.15,0,1.45,2.9
20137,5361,1140,0.21264689423615,0.161,0,2.81,6.5
20139,15949,3279,0.205592827136498,0.018,0,9.06,23.1
20141,3421,854,0.249634609763227,0.174,0,2.9,4.3
20143,5704,1213,0.21265778401122,0.131,0,5.39,8.5
20145,6414,1380,0.215154349859682,0.053,0,9.9,9.2
20147,5234,1298,0.247993886129156,0.15,0,4.29,6.4
20149,24383,3565,0.146208423901899,0.012,0,13.48,25.7
20151,9164,1943,0.212025316455696,0.02,6,5.84,13.1
20153,2530,707,0.279446640316206,0.128,0,2.32,2.4
20155,61998,12564,0.202651698441885,0.135,20,58.1,51.4
20157,4636,1289,0.278041415012942,0.183,0,6.81,6.9
20159,9537,1874,0.196497850477089,0.153,0,10.16,13.9
20161,74232,7282,0.0980978553723462,0.03,8,38.97,116.6
20163,4920,1137,0.23109756097561,0.179,0,3.0,5.8
20165,3036,772,0.254281949934124,0.11,0,2.55,4.6
20167,6856,1694,0.24708284714119,0.16,0,5.48,7.9
20169,54224,9943,0.183368987902036,0.126,18,62.35,77.2
20171,4823,972,0.201534314741862,0.197,0,2.87,6.9
20173,516042,77033,0.149276609268238,0.06,236,369.58,499.6
20175,21428,2162,0.100896023893971,0.138,8,17.61,35.9
20177,176875,33317,0.188364664310954,0.009,52,119.19,327.1
20179,2521,598,0.237207457358191,0.231,0,2.03,2.9
20181,5917,1152,0.194693256717931,0.1,0,3.0,5.7
20183,3583,1002,0.279653921295004,0.142,0,1.65,4.3
20185,4156,959,0.230750721847931,0.041,0,1.94,5.6
20187,2006,347,0.172981056829511,0.127,0,0.42,3.3
20189,5485,915,0.166818596171376,0.122,0,2.65,7.9
20191,22836,4383,0.191933788754598,0.104,0,16.58,20.4
20193,7777,1405,0.180660923235181,0.188,1,6.26,7.4
20195,2803,764,0.272565108811987,0.203,0,2.16,3.4
20197,6931,1450,0.209205020920502,0.011,0,4.32,8.9
20199,1518,368,0.242424242424242,0.128,0,0.68,1.6
20201,5406,1294,0.2393636699963,0.148,0,3.68,6.5
20203,2119,429,0.202453987730061,0.173,0,1.06,3.1
20205,8525,1878,0.220293255131965,0.125,0,11.26,16.5
20207,3138,790,0.251752708731676,0.092,0,1.45,6.6
20209,165429,20795,0.125703473997908,0.025,145,130.58,1039.0
21001,19202,3695,0.192427872096657,0.076,0,9.81,46.0
21003,21315,3851,0.180670889045273,0.101,0,13.84,58.0
21005,22747,3710,0.163098430562272,0.062,0,14.26,106.1
21007,7888,1727,0.218940162271805,0.107,0,2.48,33.4
21009,44249,7969,0.180094465411648,0.053,10,15.94,86.5
21011,12500,2124,0.16992,0.076,0,7.16,41.6
21013,26032,5134,0.197218807621389,0.146,7,16.52,79.9
21015,133581,18803,0.140761036374934,0.08,18,91.39,482.3
21017,19788,3897,0.196937537901759,0.024,4,13.52,69.0
21019,46718,9334,0.199794511751359,0.084,50,38.71,309.9
21021,30060,5892,0.196007984031936,0.092,22,36.61,157.8
21023,8303,1428,0.171986029146092,0.056,0,3.68,41.3
21025,12630,2239,0.177276326207443,0.114,4,7.19,28.2
21027,20477,4047,0.197636372515505,0.023,0,6.77,35.4
21029,81676,13216,0.161810078848132,0.037,0,38.1,250.2
21031,12879,2426,0.188368662163211,0.066,0,6.61,29.8
21033,12747,2719,0.213305091394054,0.059,0,8.58,37.7
21035,39001,6812,0.174662188149022,0.066,10,18.32,96.6
21037,93584,15068,0.161010429133185,0.073,21,49.81,597.0
21039,4760,1028,0.215966386554622,0.104,0,3.9,26.9
21041,10631,1668,0.15689963314834,0.155,0,5.74,84.1
21043,26797,5206,0.194275478598351,0.069,0,18.26,67.7
21045,16159,3293,0.203787363079398,0.164,0,7.45,35.9
21047,70461,8983,0.127488965527029,0.06,18,40.58,103.1
21049,36263,6609,0.182251882083667,0.083,8,16.23,141.1
21051,19901,3099,0.155720818049344,0.153,6,18.84,46.3
21053,10218,2018,0.197494617341946,0.096,0,13.61,52.1
21055,8806,1880,0.213490801726096,0.121,0,2.65,25.9
21057,6614,1507,0.227850015119444,0.067,0,4.0,22.5
21059,101511,17547,0.172858113898986,0.055,32,66.52,210.9
21061,12150,2601,0.214074074074074,0.055,0,5.13,40.2
21063,7517,1530,0.203538645736331,0.117,0,4.48,33.5
21065,14106,2712,0.192258613356019,0.082,0,6.0,58.0
21067,323152,44820,0.138696341040749,0.031,260,177.9,1042.8
21069,14581,2624,0.179960222206982,0.068,3,11.39,41.2
21071,35589,6706,0.188429008963444,0.131,16,16.55,100.3
21073,50991,9381,0.183973642407484,0.088,10,22.26,237.2
21075,5969,1238,0.207404925448149,0.1,0,2.03,33.2
21077,8869,1257,0.141729620024805,0.076,0,5.77,84.8
21079,17666,3242,0.183516359107891,0.077,0,9.97,73.5
21081,25069,3520,0.140412461605968,0.047,0,18.13,95.6
21083,37266,7024,0.188482799334514,0.103,8,24.03,67.3
21085,26427,4781,0.180913459719227,0.043,6,11.03,51.8
21087,10941,2307,0.210858239649027,0.063,0,7.0,39.4
21089,35098,7469,0.212804148384523,0.092,0,25.97,107.2
21091,8722,1541,0.176679660628296,0.019,0,4.35,45.6
21093,110958,16027,0.144442041132681,0.057,20,52.32,169.3
21095,26010,4998,0.192156862745098,0.076,7,19.55,62.9
21097,18886,3409,0.180504077094144,0.073,6,7.52,61.5
21099,19035,3186,0.167375886524823,0.053,0,11.9,44.2
21101,45210,8260,0.182702941827029,0.072,12,26.19,105.9
21103,16126,2905,0.180143867047005,0.093,0,9.55,53.9
21105,4380,1156,0.263926940639269,0.097,0,1.9,20.2
21107,44686,8494,0.190081904847156,0.04,19,23.58,86.6
21109,13329,2406,0.180508665316228,0.183,0,5.77,39.1
21111,766757,127741,0.166599065936144,0.036,366,427.84,1948.1
21113,54115,8401,0.155243462995473,0.022,0,24.29,282.3
21115,22188,4160,0.187488732648278,0.102,6,10.39,89.2
21117,166998,24847,0.148786213008539,0.052,54,103.19,996.7
21119,14806,2833,0.191341348102121,0.157,0,5.32,46.5
21121,31145,5523,0.177331834965484,0.187,4,17.35,82.5
21123,14398,2573,0.178705375746631,0.074,0,6.26,54.3
21125,60813,10165,0.167151760314406,0.201,14,36.16,135.6
21127,15317,2760,0.180191943592087,0.155,6,10.97,38.2
21129,7403,1274,0.17209239497501,0.129,0,3.06,37.8
21131,9877,1846,0.186898855927913,0.094,0,5.77,28.2
21133,21553,4288,0.198951422075813,0.078,6,15.81,72.6
21135,13275,2457,0.185084745762712,0.057,0,8.74,28.7
21137,24549,4616,0.188032099067172,0.172,0,22.55,74.1
21139,9194,2068,0.224929301718512,0.08,0,5.74,30.4
21141,27102,5051,0.186370009593388,0.099,6,13.84,48.6
21143,8210,2138,0.26041412911084,0.052,0,3.58,38.9
21145,65418,13308,0.203430248555443,0.085,58,41.23,263.6
21147,17231,2802,0.162613893563925,0.096,0,19.1,42.9
21149,9207,1838,0.199630715759748,0.081,0,4.97,37.8
21151,92987,13194,0.141890801940056,0.088,12,54.26,189.6
21153,12161,2162,0.177781432447989,0.107,0,5.81,43.2
21155,19273,3265,0.169407980075754,0.046,6,15.48,57.8
21157,31100,6886,0.221414790996785,0.061,4,17.35,104.4
21159,11195,1912,0.170790531487271,0.108,0,7.0,56.3
21161,17070,3190,0.186877562975981,0.056,5,14.58,72.8
21163,28572,4187,0.146542069158617,0.018,0,11.87,93.6
21165,6489,1391,0.214362767760826,0.161,0,2.58,31.0
21167,21933,4142,0.188847854830621,0.047,4,19.97,85.7
21169,10071,1954,0.194022440671234,0.048,0,6.58,34.9
21171,10650,2048,0.192300469483568,0.082,0,7.16,33.3
21173,28157,4596,0.163227616578471,0.03,4,13.45,134.3
21175,13309,2316,0.174017582087309,0.133,0,5.77,36.5
21177,30622,6013,0.196362092613154,0.035,6,17.65,67.4
21179,46233,7465,0.161464754612506,0.033,4,21.9,104.0
21181,7269,1238,0.170312285046086,0.023,0,2.48,36.6
21183,23994,4343,0.181003584229391,0.064,4,15.71,40.6
21185,66799,9129,0.136663722510816,0.025,8,38.03,322.2
21187,10901,2083,0.191083386845244,0.091,0,7.39,30.9
21189,4415,882,0.199773499433749,0.121,0,2.13,24.1
21191,14590,2403,0.164701850582591,0.035,0,7.13,53.7
21193,25758,4493,0.174431244661853,0.123,32,17.68,84.5
21195,57876,11246,0.194311977330845,0.096,76,33.13,82.6
21197,12359,2011,0.162715430050975,0.112,0,5.9,70.5
21199,64979,12330,0.189753612705643,0.13,38,51.42,95.8
21201,2108,463,0.219639468690702,0.048,0,1.71,22.8
21203,16695,3133,0.187660976340222,0.215,0,9.94,53.9
21205,24460,3543,0.144848732624693,0.159,10,12.16,83.4
21207,17923,3627,0.202365675389165,0.096,2,11.19,69.2
21209,57004,7050,0.123675531541646,0.04,6,22.29,167.4
21211,49024,7754,0.158167428198433,0.092,4,23.19,110.8
21213,18572,3103,0.167079474477708,0.137,0,14.77,74.0
21215,19351,2818,0.145625549067232,0.032,0,10.84,91.4
21217,25769,4716,0.183010594124724,0.073,8,17.71,92.0
21219,12294,1995,0.162274280136652,0.058,0,8.13,33.3
21221,14651,3394,0.231656542215548,0.066,0,7.65,32.5
21223,8471,1511,0.178373273521426,0.134,0,6.1,58.1
21225,14381,2475,0.172102079132188,0.211,0,7.13,43.8
21227,132896,17463,0.131403503491452,0.076,52,85.9,210.1
21229,12095,2235,0.184787102108309,0.035,0,9.97,39.4
21231,20333,4433,0.218019967540451,0.102,0,24.45,45.4
21233,12942,2343,0.181038479369495,0.088,0,5.65,41.0
21235,36264,5815,0.160351864107655,0.176,10,37.97,81.4
21237,7157,1422,0.198686600530949,0.14,0,3.35,33.1
21239,26734,5180,0.193760754095908,0.042,0,14.39,132.1
22001,62045,9796,0.157885405753888,0.122,4,33.97,94.3
22003,25627,3906,0.15241737230265,0.196,3,10.81,33.8
22005,126604,15543,0.122768632902594,0.049,0,64.9,369.7
22007,21891,4104,0.187474304508702,0.079,0,11.29,69.2
22009,40144,6955,0.173251295336788,0.13,2,17.84,50.5
22011,37497,5962,0.158999386617596,0.086,6,18.65,30.8
22013,13241,2873,0.216977569669965,0.078,0,13.39,17.7
22015,127039,18875,0.148576421413897,0.068,0,82.87,139.3
22017,240204,42592,0.177315948110773,0.058,107,138.06,290.2
22019,203436,30965,0.152210031656147,0.102,75,103.32,181.2
22021,9918,1799,0.181387376487195,0.102,0,8.74,19.1
22023,6973,1183,0.169654381184569,0.089,0,2.74,5.3
22025,9494,1700,0.179060459237413,0.11,0,6.74,14.7
22027,15670,3056,0.195022335673261,0.146,4,10.23,22.8
22029,19259,3426,0.177890856223065,0.11,5,13.45,29.9
22031,27463,5016,0.182645741543167,0.035,0,15.52,30.4
22033,440059,64429,0.146409913216182,0.052,124,172.29,966.6
22035,6861,1047,0.152601661565369,0.022,0,6.39,18.4
22037,19135,3513,0.18359027959237,0.067,0,9.58,44.7
22039,33395,5286,0.158287168737835,0.215,24,20.9,51.3
22041,20015,3688,0.184261803647265,0.123,6,9.74,33.2
22043,22389,3475,0.155210147840457,0.086,0,20.16,34.7
22045,69830,10941,0.156680509809537,0.112,11,34.45,127.6
22047,32511,5323,0.163729199347913,0.061,0,20.42,54.0
22049,15744,3239,0.205729166666667,0.116,0,7.35,28.6
22051,432493,76503,0.176888412066785,0.044,215,268.97,1463.1
22053,31368,5247,0.167272379495027,0.249,5,16.48,48.5
22055,244390,33640,0.137648839968902,0.062,80,139.45,824.6
22057,97614,15570,0.15950580859303,0.078,21,45.1,90.2
22061,46742,6536,0.139831415001498,0.102,17,24.58,99.1
22063,140789,18763,0.133270354928297,0.06,0,82.29,197.5
22065,10951,1635,0.149301433659027,0.034,0,7.61,19.4
22067,24874,4814,0.193535418509287,0.039,12,22.35,35.2
22069,38158,6531,0.171156769222706,0.096,8,24.26,31.6
22071,390144,60701,0.155586142552493,0.019,111,151.71,2029.4
22073,153279,23510,0.15338043698093,0.076,88,122.29,251.8
22075,23197,3250,0.140104323834979,0.065,0,17.03,29.5
22077,21730,4648,0.213897837091578,0.044,0,16.94,40.9
22079,129648,21708,0.167437985931137,0.106,26,59.13,99.9
22081,8442,1660,0.196635868277659,0.068,0,2.97,23.4
22083,20122,3644,0.181095318556803,0.066,2,10.68,37.1
22085,23884,5061,0.21189917936694,0.098,0,17.48,28.0
22087,47244,5665,0.11990940648548,0.035,8,16.58,95.1
22089,53100,7466,0.14060263653484,0.093,8,31.23,189.1
22091,10132,2091,0.206375838926175,0.064,0,6.19,27.4
22093,21096,3742,0.177379598028062,0.034,0,10.35,91.5
22095,42837,6310,0.147302565539137,0.096,0,20.23,215.5
22097,82124,13639,0.166078125761044,0.064,16,44.9,90.3
22099,53431,8400,0.157212105332111,0.069,0,32.52,70.7
22101,49348,8411,0.170442571127503,0.066,15,22.29,98.4
22103,260419,45560,0.174948832458461,0.031,149,149.48,276.4
22105,134758,20112,0.149245313821814,0.066,64,71.1,153.0
22107,4334,1115,0.257268112598062,0.081,0,1.68,8.7
22109,110461,16503,0.149401146105865,0.068,26,53.81,90.8
22111,22108,4661,0.210828659308847,0.071,0,13.23,25.9
22113,59511,9406,0.158054813395843,0.076,6,27.71,49.4
22115,47429,6014,0.126800059035611,0.092,7,23.03,39.4
22117,46194,8554,0.185175563926051,0.103,13,26.52,70.4
22119,38340,7760,0.202399582681273,0.134,16,25.1,69.5
22121,26465,3775,0.142641224258455,0.044,0,14.42,123.6
22123,10830,2104,0.194275161588181,0.022,0,7.48,32.3
22125,15568,2406,0.154547790339157,0.072,0,5.06,38.8
22127,13904,2657,0.191096087456847,0.086,5,7.48,16.1
23001,108277,19666,0.181626753604182,0.083,54,34.65,230.2
23003,67055,16717,0.249302811125196,0.143,12,15.19,10.8
23005,295003,56160,0.190370945380216,0.05,72,108.52,337.2
23007,30199,6856,0.227027385012749,0.006,5,7.35,18.1
23009,54987,13892,0.252641533453362,0.034,6,9.68,34.3
23011,122302,25150,0.205638501414531,0.016,16,32.06,140.8
23013,39772,10356,0.260384189882329,0.007,8,5.23,108.8
23015,34634,9763,0.281890627706878,0.031,4,4.68,75.6
23017,57975,13093,0.225838723587753,0.069,6,24.68,27.8
23019,152148,29110,0.191326865946315,0.038,51,36.81,45.3
23021,16785,4594,0.273696753053321,0.062,0,2.29,4.4
23023,35856,8160,0.227576974564926,0.061,0,7.45,139.1
23025,50484,10775,0.213433959274226,0.035,4,9.1,13.3
23027,39715,9261,0.233186453481052,0.023,4,4.81,53.1
23029,31379,7793,0.248350807865133,0.026,0,5.94,12.8
23031,207641,43919,0.211514103669314,0.076,14,85.9,199.0
24001,70416,14471,0.205507271074756,0.007,15,65.74,177.0
24003,579234,87001,0.150200091845437,0.018,53,241.61,1295.9
24005,827370,145304,0.175621547796028,0.013,123,290.84,1345.5
24009,92525,14321,0.15477978924615,0.049,4,20.0,416.3
24011,33406,5574,0.166856253367658,0.009,0,10.84,103.5
24013,168447,29112,0.172825874013785,0.014,10,58.16,373.4
24015,102855,16676,0.162131155510184,0.009,5,45.55,292.0
24017,163257,21007,0.128674421311184,0.035,10,51.65,320.2
24019,31929,7063,0.221209558708384,0.02,0,11.32,60.3
24021,259547,38454,0.148158137061881,0.028,18,140.39,353.5
24023,29014,6713,0.231371062245812,0.077,2,21.58,46.5
24025,255441,42293,0.165568565735336,0.008,19,77.13,560.1
24027,325690,46496,0.142761521692407,0.024,16,95.81,1144.9
24029,19422,5264,0.271032849346102,0.005,6,8.74,72.9
24031,1050688,168702,0.160563364195651,0.025,150,396.65,1978.2
24033,909327,126297,0.138890630103362,0.087,89,404.58,1788.8
24035,50381,9681,0.192155773009666,0.002,0,17.94,128.5
24037,113510,15196,0.13387366751828,0.04,12,34.87,294.4
24039,25616,4436,0.17317301686446,0.004,0,23.58,82.8
24041,37181,11057,0.297383071999139,0.012,16,10.97,140.7
24043,151049,26429,0.174969711815371,0.031,48,123.65,322.1
24045,103609,16938,0.163480006563136,0.006,24,39.13,263.7
24047,52276,14757,0.282290152268728,0.003,6,21.52,109.9
25001,212990,66917,0.31417906943988,0.019,34,73.13,548.3
25003,124944,29923,0.23949129209886,0.03,24,40.71,141.6
25005,565217,97814,0.173055658269302,0.016,96,472.06,991.3
25007,17332,4346,0.250750057696746,0.006,0,6.58,160.2
25009,789034,138529,0.175567846252506,0.023,98,749.16,1508.8
25011,70180,16218,0.231091479053861,0.043,6,20.0,102.1
25013,466372,80807,0.173267263043236,0.013,119,316.94,751.0
25015,160830,28806,0.179108375303115,0.011,11,47.97,299.8
25017,1611699,252286,0.156534191558101,0.023,216,931.35,1837.9
25019,11399,1692,0.148434073164313,0.015,0,14.16,226.2
25021,706775,121823,0.17236461391532,0.02,59,352.81,1693.6
25023,521202,96933,0.185979716117743,0.014,47,303.42,750.9
25025,803907,99229,0.123433431976584,0.02,447,556.06,12415.6
25027,830622,134009,0.161335721904789,0.02,169,562.87,528.6
26001,10405,3761,0.361460836136473,0.065,0,4.45,16.2
26003,9108,2393,0.262736056214317,0.025,0,6.19,10.5
26005,118081,20099,0.170213666889677,0.05,0,51.84,135.0
26007,28405,6781,0.238725576483014,0.025,9,13.65,51.8
26009,23324,6536,0.280226376264792,0.027,0,7.58,49.6
26011,14883,3840,0.258012497480347,0.052,5,4.45,43.8
26013,8209,1867,0.227433304909246,0.012,0,3.9,9.9
26015,61550,11636,0.189049553208773,0.043,0,23.19,107.0
26017,103126,21642,0.20985978317786,0.014,32,52.26,243.7
26019,17766,4788,0.269503546099291,0.01,0,6.87,54.8
26021,153401,31122,0.202880033376575,0.039,20,77.65,276.2
26023,43517,8129,0.186800560700416,0.072,10,23.52,89.4
26025,134159,24434,0.182127177453618,0.063,32,54.74,192.8
26027,51787,11149,0.215285689458744,0.046,0,29.61,106.7
26029,26143,6569,0.251271850973492,0.027,0,9.19,62.3
26031,25276,7094,0.280661497072322,0.027,0,7.03,36.6
26033,37349,7003,0.18750167340491,0.03,6,60.84,24.7
26035,30950,7468,0.241292407108239,0.05,0,14.03,54.8
26037,79595,13894,0.174558703436145,0.033,2,32.52,133.1
26039,14029,3620,0.258036923515575,0.043,6,2.97,25.3
26041,35784,8893,0.248518891124525,0.058,9,12.42,31.7
26043,25239,5754,0.227980506359206,0.043,6,13.55,34.4
26045,110268,21034,0.190753437080567,0.047,0,45.58,187.4
26047,33415,7794,0.233248541074368,0.025,58,9.06,69.9
26049,405813,72921,0.179691138529323,0.032,151,201.29,668.5
26051,25449,6907,0.27140555621046,0.025,0,10.61,51.2
26053,13975,3998,0.28608228980322,0.039,5,6.55,14.9
26055,93088,19326,0.207610003437607,0.004,20,33.61,187.3
26057,40711,7238,0.177789786544177,0.057,0,79.58,74.7
26059,45605,9202,0.20177612103936,0.135,4,27.97,78.1
26061,35684,6391,0.179099876695438,0.008,5,13.42,36.3
26063,30981,8034,0.259320228527162,0.08,4,22.45,39.6
26065,292406,40647,0.139008775469724,0.062,219,106.84,505.1
26067,64697,9844,0.152155432245699,0.035,2,51.84,111.9
26069,25127,7563,0.300990965893262,0.1,4,9.87,47.1
26071,11066,3455,0.312217603470089,0.046,3,2.68,10.1
26073,69872,9241,0.132256125486604,0.096,8,27.68,122.8
26075,158510,28952,0.18265093684941,0.11,51,106.55,228.4
26077,265066,40909,0.154335146718176,0.02,34,81.1,445.7
26079,18038,3728,0.206674797649407,0.018,0,3.71,30.6
26081,656955,92820,0.14128821608786,0.019,150,300.55,711.5
26083,2116,807,0.381379962192817,0.006,0,0.35,4.0
26085,11853,3538,0.298489833797351,0.052,0,3.19,20.3
26087,87607,16533,0.188717796523109,0.036,10,44.42,137.4
26089,21761,6956,0.319654427645788,0.003,0,7.74,62.5
26091,98451,19148,0.194492691795919,0.018,0,62.35,133.3
26093,191995,34370,0.17901507851767,0.042,8,63.61,320.2
26095,6229,1313,0.21078824851501,0.028,0,12.58,7.4
26097,10799,3084,0.285581998333179,0.032,0,2.71,10.9
26099,873972,152268,0.174225261221183,0.034,122,359.48,1754.9
26101,24558,6458,0.262969297174037,0.035,0,6.77,45.6
26103,66699,13088,0.196224830956986,0.016,30,19.74,37.1
26105,29144,7069,0.242554213560253,0.046,6,11.65,58.0
26107,43453,8098,0.186362276482636,0.091,4,12.0,77.1
26109,22780,5826,0.255750658472344,0.059,0,10.87,23.0
26111,83156,15705,0.188861898119198,0.031,26,29.48,162.0
26113,15118,3135,0.207368699563434,0.025,0,5.97,26.3
26115,150500,28228,0.18756146179402,0.066,0,66.61,276.7
26117,63888,11593,0.181458176809416,0.028,12,37.13,89.8
26119,9328,3064,0.328473413379074,0.044,0,2.9,17.9
26121,173566,30561,0.17607711187675,0.084,37,79.52,344.9
26123,48980,9687,0.197774601878318,0.099,9,19.39,59.6
26125,1257584,217676,0.173090624562653,0.028,409,442.58,1385.7
26127,26467,5647,0.213360033248952,0.074,0,12.35,51.9
26129,20997,5514,0.262608944134876,0.061,10,11.94,38.5
26131,5720,2154,0.376573426573427,0.025,0,0.84,5.2
26133,23460,5063,0.215814151747656,0.07,4,9.1,41.5
26135,8241,2275,0.276058730736561,0.057,0,3.81,15.3
26137,24668,5363,0.217407167180152,0.06,4,10.06,46.9
26139,291830,45288,0.155186238563547,0.042,22,145.81,468.2
26141,12592,4095,0.325206480304956,0.02,0,7.65,20.3
26143,24019,7990,0.332653316124735,0.012,0,9.9,47.1
26145,190539,37414,0.196358750701956,0.031,133,115.23,250.2
26147,159128,30879,0.194051329747122,0.051,23,76.0,226.1
26149,60964,11257,0.18464995735188,0.048,8,30.06,122.4
26151,41170,9096,0.220937575904785,0.078,0,20.45,44.8
26153,8094,2229,0.275389177168273,0.041,0,1.74,7.2
26155,68122,12971,0.190408384956402,0.116,7,29.06,133.1
26157,52245,10880,0.208249593262513,0.091,0,27.13,69.4
26159,75677,14125,0.186648519365197,0.025,0,35.13,125.5
26161,367601,53369,0.145181868384471,0.019,92,107.97,488.4
26163,1749343,276530,0.158076489287693,0.046,586,615.77,2974.4
26165,33631,6581,0.195682554785763,0.036,6,9.94,57.9
27001,15886,5373,0.338222334130681,0.187,4,7.58,8.9
27003,356921,51781,0.145076921783812,0.054,35,197.81,782.1
27005,34423,7274,0.211312204049618,0.052,8,18.19,24.7
27007,47188,7773,0.164724082393829,0.094,10,20.52,17.7
27009,40889,5858,0.143265915038274,0.084,0,25.81,94.2
27011,4991,1339,0.268282909236626,0.256,0,3.42,10.6
27013,67653,9627,0.1422996762893,0.065,29,26.68,85.6
27015,25008,5335,0.21333173384517,0.101,0,17.39,42.4
27017,35871,6263,0.174597864570266,0.058,6,21.29,41.1
27019,105089,13250,0.12608360532501,0.024,25,49.1,256.9
27021,29779,7887,0.264851069545653,0.105,0,14.45,14.1
27023,11800,2567,0.217542372881356,0.108,0,11.0,21.4
27025,56579,8941,0.158026829742484,0.064,10,30.48,129.9
27027,64222,8588,0.133723646102582,0.092,0,32.97,56.4
27029,8818,1804,0.204581537763665,0.065,0,3.97,8.7
27031,5463,1601,0.293062419915797,0.184,0,0.84,3.6
27033,11196,2590,0.231332618792426,0.216,0,10.1,18.3
27035,65055,14946,0.229744062716163,0.147,16,25.71,62.6
27037,429021,63011,0.146871598359987,0.072,12,245.9,709.0
27039,20934,3174,0.151619375179134,0.035,0,9.26,45.7
27041,38141,8926,0.234026375816051,0.099,8,24.68,56.5
27043,13653,3174,0.232476378817842,0.078,4,10.68,20.4
27045,21067,4469,0.212132719418997,0.026,0,12.19,24.2
27047,30281,6827,0.225454905716456,0.135,18,13.81,44.2
27049,46340,9337,0.201488994389297,0.03,4,30.19,61.0
27051,5972,1433,0.239953114534494,0.11,0,3.29,11.0
27053,1265843,183653,0.145083553015658,0.021,311,592.26,2081.7
27055,18600,4100,0.220430107526882,0.072,0,14.55,34.5
27057,21491,5423,0.252338188078731,0.078,0,7.26,22.1
27059,40596,6730,0.165779879791112,0.104,0,21.71,86.8
27061,45130,10878,0.24103700421006,0.162,9,23.26,16.9
27063,9846,2275,0.231058297785903,0.325,0,9.19,14.6
27065,16337,3420,0.209340760237498,0.223,4,8.58,31.1
27067,43199,8244,0.190837750873863,0.109,8,35.29,53.0
27069,4298,1069,0.248720335039553,0.068,0,3.48,4.1
27071,12229,3264,0.266906533649522,0.159,0,4.55,4.3
27073,6623,1847,0.278876642005134,0.184,0,6.68,9.5
27075,10641,2855,0.268301851329762,0.087,0,3.68,5.2
27077,3740,949,0.253743315508021,0.091,0,1.61,3.1
27079,28887,5113,0.177000034617648,0.055,0,14.48,61.7
27081,5639,1415,0.250931016137613,0.11,0,2.77,11.0
27083,25474,4192,0.164559943471775,0.134,0,19.39,36.2
27085,35893,6872,0.191457944445992,0.061,6,27.74,74.6
27087,5527,954,0.172607201013208,0.07,0,2.87,9.7
27089,9336,2082,0.223007712082262,0.078,0,5.19,5.3
27091,19683,4747,0.241172585479856,0.18,0,12.13,29.3
27093,23222,4765,0.205193351132547,0.072,0,16.87,38.3
27095,26277,4889,0.186056246907942,0.224,4,14.19,45.6
27097,33386,6684,0.200203678188462,0.14,6,17.29,29.5
27099,40062,7419,0.185187958664071,0.071,0,20.87,55.1
27101,8194,2133,0.260312423724677,0.131,0,4.97,12.4
27103,34274,5723,0.166977884110404,0.063,0,13.48,73.0
